index,x,y,z,maintype,celltype,leiden
x2_35_1_bc2263,-1.3744749,0.9683688,11.58851,Oligodendrocytes,Olig_3,17
x2_35_1_bc2264,-1.2183576,6.7467766,4.509581,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2265,9.869364,3.8815315,1.4598883,Microglia,Micro_2,0
x2_35_1_bc2266,5.5205045,2.6357737,8.945961,Oligodendrocytes,OPC_1,10
x2_35_1_bc2267,0.010754166,12.850714,4.319208,Astrocytes,Astro,1
x2_35_1_bc2268,-3.9261653,0.64602447,3.0812635,nan,nan,6
x2_35_1_bc2269,9.162797,2.499164,1.8827748,Microglia,Micro_2,0
x2_35_1_bc2270,-2.0995796,0.14872767,1.2495192,nan,nan,6
x2_35_1_bc2271,5.1715717,3.1924784,7.7904854,Oligodendrocytes,OPC_1,10
x2_35_1_bc2272,0.70738065,0.56494164,12.431692,Oligodendrocytes,Olig_4,2
x2_35_1_bc2273,-4.0687137,1.0199165,2.9710083,nan,nan,6
x2_35_1_bc2274,10.7111635,3.7566764,0.5999906,Microglia,Micro_2,0
x2_35_1_bc2275,-0.70922965,6.2513504,6.481614,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2276,3.7997272,-1.0262221,10.194809,nan,nan,28
x2_35_1_bc2277,0.9620286,0.90148896,12.869685,Oligodendrocytes,Olig_4,2
x2_35_1_bc2278,-0.7724611,0.6942704,11.802517,Oligodendrocytes,Olig_3,17
x2_35_1_bc2279,5.685326,2.460767,8.02549,Oligodendrocytes,OPC_1,10
x2_35_1_bc2280,-1.0548981,6.557029,4.411672,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2281,5.826279,2.6923773,8.219822,Oligodendrocytes,OPC_1,10
x2_35_1_bc2282,0.37118834,14.0189295,4.146732,Astrocytes,Astro,1
x2_35_1_bc2283,0.8315945,0.8639451,12.785191,Oligodendrocytes,Olig_4,2
x2_35_1_bc2285,1.215068,12.209438,3.1367526,Astrocytes,Astro,1
x2_35_1_bc2286,10.252376,3.7579496,2.092733,Microglia,Micro_2,0
x2_35_1_bc2287,-3.5869164,1.6490295,3.3177185,nan,nan,6
x2_35_1_bc2288,-3.9976368,0.66367185,3.32813,nan,nan,6
x2_35_1_bc2289,0.48880497,13.2255,3.4850695,Astrocytes,Astro,1
x2_35_1_bc2290,0.64079773,13.286685,4.159085,Astrocytes,Astro,1
x2_35_1_bc2291,-3.7440226,0.73055005,2.913312,nan,nan,6
x2_35_1_bc2292,-0.5733863,1.2164112,-4.122507,Excitatory,ExcL6,5
x2_35_1_bc2293,10.516448,1.0157316,2.2572954,Microglia,Micro_2,0
x2_35_1_bc2294,-2.7340975,0.28663817,1.9274627,nan,nan,6
x2_35_1_bc2295,11.0922,3.7415898,1.9006728,Microglia,Micro_2,0
x2_35_1_bc2296,-0.9589577,6.56439,3.845519,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2297,-3.4412947,0.93446857,2.161975,nan,nan,6
x2_35_1_bc2298,-3.7528942,0.8006452,2.7945337,nan,nan,6
x2_35_1_bc2299,0.53720623,0.4037922,12.410465,Oligodendrocytes,Olig_4,2
x2_35_1_bc2300,-3.958994,1.1073165,2.7394662,nan,nan,6
x2_35_1_bc2301,-0.06545801,13.458436,3.9860244,Astrocytes,Astro,1
x2_35_1_bc2302,9.898574,4.0549355,1.8404785,Microglia,Micro_2,0
x2_35_1_bc2303,-1.1681669,6.931405,6.0107145,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2304,-3.4015949,0.7234226,2.992428,nan,nan,6
x2_35_1_bc2305,9.580258,3.4529393,0.59179866,nan,nan,0
x2_35_1_bc2306,0.4626491,13.157634,4.2925262,Astrocytes,Astro,1
x2_35_1_bc2307,-3.641185,1.2251031,3.193437,nan,nan,6
x2_35_1_bc2308,0.5597384,13.839205,3.7763064,Astrocytes,Astro,1
x2_35_1_bc2309,5.603162,1.2500625,7.9631786,Oligodendrocytes,OPC_1,10
x2_35_1_bc2310,1.3433342,-0.6018075,11.634877,Oligodendrocytes,Olig_4,2
x2_35_1_bc2311,1.2552127,0.98259807,12.819688,Oligodendrocytes,Olig_4,2
x2_35_1_bc2312,-1.8187523,0.9007085,11.367996,Oligodendrocytes,Olig_3,17
x2_35_1_bc2313,-1.6243142,-0.3678387,1.1033989,nan,nan,6
x2_35_1_bc2314,-3.71294,0.9479476,3.005132,nan,nan,6
x2_35_1_bc2315,-3.738421,1.2178797,3.3488603,nan,nan,6
x2_35_1_bc2316,7.151777,6.673071,9.165056,Macrophages,Macrophage,22
x2_35_1_bc2317,5.878964,-0.76417124,7.2525773,Oligodendrocytes,Olig_7,19
x2_35_1_bc2318,-3.6217396,0.7133816,2.6929367,nan,nan,6
x2_35_1_bc2319,1.4961001,13.093979,3.1526394,Astrocytes,Astro,1
x2_35_1_bc2320,-1.5720695,-1.0958657,-1.5847715,nan,nan,11
x2_35_1_bc2321,9.220281,2.3771658,1.8467959,Microglia,Micro_2,0
x2_35_1_bc2322,-3.7234476,1.0888991,2.527757,nan,nan,6
x2_35_1_bc2323,1.9894476,13.548077,3.4484131,Astrocytes,Astro,1
x2_35_1_bc2324,5.4402847,2.9242995,8.324021,Oligodendrocytes,OPC_1,10
x2_35_1_bc2325,0.7862728,6.4264116,4.6438036,Endothelial_SmoothMuscle,SM_2,18
x2_35_1_bc2326,-3.2919314,1.1729717,2.6200025,nan,nan,6
x2_35_1_bc2327,0.45228794,5.7122436,5.7468123,Endothelial_SmoothMuscle,SM_2,18
x2_35_1_bc2328,7.4594746,6.748591,9.41769,Macrophages,Macrophage,22
x2_35_1_bc2329,-2.5365744,0.8307116,2.2394145,nan,nan,6
x2_35_1_bc2330,10.12039,2.6136143,1.4035777,Microglia,Micro_2,0
x2_35_1_bc2331,1.0061333,0.3700981,11.0921545,Oligodendrocytes,Olig_4,2
x2_35_1_bc2332,-0.32396105,13.348737,4.143162,Astrocytes,Astro,1
x2_35_1_bc2333,10.416934,1.2339052,1.897276,nan,nan,0
x2_35_1_bc2334,0.6900687,0.29283914,12.468925,Oligodendrocytes,Olig_4,2
x2_35_1_bc2335,6.04536,-1.5975721,7.086459,Oligodendrocytes,Olig_7,19
x2_35_1_bc2336,1.0017658,5.3201103,2.8189116,Endothelial_SmoothMuscle,SM_1,18
x2_35_1_bc2337,1.1707797,12.529269,3.309623,Astrocytes,Astro,1
x2_35_1_bc2338,-0.52657217,2.7254426,-3.6186974,nan,nan,5
x2_35_1_bc2339,0.834596,0.01975286,12.448908,Oligodendrocytes,Olig_4,2
x2_35_1_bc2340,1.5475321,13.351091,2.9628336,Astrocytes,Astro,1
x2_35_1_bc2341,10.24951,3.8988369,1.5048895,Microglia,Micro_2,0
x2_35_1_bc2342,2.36672,4.183807,4.5178375,nan,nan,33
x2_35_1_bc2343,-1.0130575,6.4673934,3.9802792,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2344,10.148914,1.835445,2.5313344,nan,nan,0
x2_35_1_bc2345,-4.1094046,0.8403519,3.35816,nan,nan,6
x2_35_1_bc2346,11.001268,2.7325475,1.7664224,Microglia,Micro_2,0
x2_35_1_bc2347,9.589921,2.9814467,1.0876851,Microglia,Micro_2,0
x2_35_1_bc2348,8.983145,3.1766539,1.4182203,nan,nan,0
x2_35_1_bc2349,-0.06945857,-4.0103683,-3.1973286,nan,nan,7
x2_35_1_bc2350,0.5343694,-2.4849,-3.0423505,nan,nan,3
x2_35_1_bc2351,-4.1021566,0.8985529,3.1265152,nan,nan,6
x2_35_1_bc2352,-2.9367537,0.7445623,1.8185632,nan,nan,6
x2_35_1_bc2353,-4.0313926,0.7060439,3.14375,nan,nan,6
x2_35_1_bc2354,-3.5555882,0.5512866,3.3345711,nan,nan,6
x2_35_1_bc2355,0.291187,13.564531,3.6105685,Astrocytes,Astro,1
x2_35_1_bc2356,-4.0787296,0.88305753,3.2873273,nan,nan,6
x2_35_1_bc2357,0.45182618,12.938039,4.2095942,Astrocytes,Astro,1
x2_35_1_bc2358,0.6567924,13.267239,3.7789173,Astrocytes,Astro,1
x2_35_1_bc2359,0.65965194,0.17833304,12.672028,Oligodendrocytes,Olig_4,2
x2_35_1_bc2360,0.9274282,6.506411,4.774124,Endothelial_SmoothMuscle,SM_2,18
x2_35_1_bc2361,-3.9385145,1.4019235,2.8709557,nan,nan,6
x2_35_1_bc2362,-3.4300978,0.92676884,2.8386848,nan,nan,6
x2_35_1_bc2363,-3.5393476,0.779722,2.5103369,nan,nan,6
x2_35_1_bc2364,-4.022108,1.0463984,3.198475,nan,nan,6
x2_35_1_bc2365,-3.9827282,0.7636122,2.8020103,nan,nan,6
x2_35_1_bc2366,5.7597427,-0.095221706,7.448979,Oligodendrocytes,Olig_7,19
x2_35_1_bc2367,0.2695082,13.656305,3.9483678,Astrocytes,Astro,1
x2_35_1_bc2368,-0.27969617,13.066299,2.4216082,Astrocytes,Astro,1
x2_35_1_bc2369,0.9036049,1.1092945,11.515264,Oligodendrocytes,Olig_4,2
x2_35_1_bc2370,5.4263034,2.6904104,8.40213,Oligodendrocytes,OPC_1,10
x2_35_1_bc2371,-0.28535074,12.827552,2.7368476,nan,nan,1
x2_35_1_bc2372,-3.4087558,0.7330479,2.9724667,nan,nan,6
x2_35_1_bc2373,-4.1136937,0.62620926,3.2665937,nan,nan,6
x2_35_1_bc2374,11.115756,2.9807413,1.625084,Microglia,Micro_2,0
x2_35_1_bc2375,10.124289,3.2947514,2.360413,Microglia,Micro_2,0
x2_35_1_bc2376,-3.553296,0.5701347,2.8165226,nan,nan,6
x2_35_1_bc2377,-3.3447921,1.8400139,3.3563013,nan,nan,6
x2_35_1_bc2378,1.4668216,13.094911,2.473255,Astrocytes,Astro,1
x2_35_1_bc2379,-0.72120535,-1.355951,-1.4337331,nan,nan,11
x2_35_1_bc2380,0.6984631,0.23621334,11.645592,Oligodendrocytes,Olig_4,2
x2_35_1_bc2381,0.9045818,12.894833,4.366872,Astrocytes,Astro,1
x2_35_1_bc2382,1.58044,13.16708,2.9710689,Astrocytes,Astro,1
x2_35_1_bc2383,-3.69838,1.093583,3.2698574,nan,nan,6
x2_35_1_bc2384,10.041084,2.0882874,1.8309276,Microglia,Micro_2,0
x2_35_1_bc2385,4.7552485,2.3347347,8.01589,Oligodendrocytes,OPC_1,10
x2_35_1_bc2386,-1.6881946,0.96631736,11.093867,Oligodendrocytes,Olig_3,17
x2_35_1_bc2387,0.9070406,6.383926,4.3295407,Endothelial_SmoothMuscle,SM_2,18
x2_35_1_bc2388,9.0761175,3.3111563,1.6798686,Microglia,Micro_2,0
x2_35_1_bc2389,5.3776917,3.1345606,8.719944,Oligodendrocytes,OPC_1,10
x2_35_1_bc2390,-3.7023206,1.1192056,2.7623281,nan,nan,6
x2_35_1_bc2391,-4.0547137,0.4794533,3.3426082,nan,nan,6
x2_35_1_bc2392,0.44213927,0.22921379,12.11721,Oligodendrocytes,Olig_4,2
x2_35_1_bc2393,-3.7950609,0.8308233,3.0083046,nan,nan,6
x2_35_1_bc2394,1.4651427,12.786278,3.5889692,Astrocytes,Astro,1
x2_35_1_bc2395,10.325653,3.7332563,0.74725103,Microglia,Micro_2,0
x2_35_1_bc2396,-3.478513,0.5509956,2.9748547,nan,nan,6
x2_35_1_bc2397,-3.2627604,0.4565571,3.7953057,nan,nan,6
x2_35_1_bc2398,0.75870353,0.3488172,12.299669,Oligodendrocytes,Olig_4,2
x2_35_1_bc2399,5.6333685,3.3684137,8.324167,Oligodendrocytes,OPC_1,10
x2_35_1_bc2400,-0.7384133,11.923252,2.220426,Astrocytes,Astro,1
x2_35_1_bc2401,-0.80976284,1.5486686,-3.1457372,Excitatory,ExcL6,5
x2_35_1_bc2402,10.742098,2.2365355,0.4356083,Microglia,Micro_2,0
x2_35_1_bc2403,-1.4541551,6.479698,5.557518,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2404,0.437907,13.098527,2.3949265,Astrocytes,Astro,1
x2_35_1_bc2405,-0.8872987,6.4680924,6.316569,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2406,0.7938786,0.49845165,-2.1034408,Excitatory,ExcL5_2,9
x2_35_1_bc2407,0.46557888,13.079216,3.3991628,Astrocytes,Astro,1
x2_35_1_bc2408,1.0561855,12.864547,3.65256,Astrocytes,Astro,1
x2_35_1_bc2409,5.8678007,3.0711794,8.187306,Oligodendrocytes,OPC_1,10
x2_35_1_bc2410,10.470014,3.1841726,0.7531395,Microglia,Micro_2,0
x2_35_1_bc2411,-3.1202257,0.86541396,2.790879,nan,nan,6
x2_35_1_bc2412,-3.5552425,0.7873833,2.4619858,nan,nan,6
x2_35_1_bc2413,1.3375047,-1.3963755,10.729349,Oligodendrocytes,Olig_2,13
x2_35_1_bc2414,-3.5280511,1.1097729,2.2507522,nan,nan,6
x2_35_1_bc2415,5.3762665,2.943958,7.881211,Oligodendrocytes,OPC_1,10
x2_35_1_bc2416,9.814255,3.0739334,0.2814129,Microglia,Micro_2,0
x2_35_1_bc2417,-1.1361481,1.6198647,-1.1845813,nan,nan,25
x2_35_1_bc2418,-4.0570354,0.85531837,3.2057092,nan,nan,6
x2_35_1_bc2419,1.2492008,12.193467,3.3492332,nan,nan,1
x2_35_1_bc2420,-3.7338321,0.7071444,2.9390423,nan,nan,6
x2_35_1_bc2421,0.3536049,0.2946492,12.266983,Oligodendrocytes,Olig_4,2
x2_35_1_bc2422,1.0174594,-0.5796171,11.821608,Oligodendrocytes,Olig_4,2
x2_35_1_bc2423,0.20539546,12.665735,3.6510358,Astrocytes,Astro,1
x2_35_1_bc2424,-1.0495806,12.486961,3.4986546,Astrocytes,Astro,1
x2_35_1_bc2425,-3.8785682,0.76949304,3.0921235,nan,nan,6
x2_35_1_bc2426,0.66161686,-0.13414259,12.00523,Oligodendrocytes,Olig_4,2
x2_35_1_bc2427,1.8448812,-2.2783852,-1.6085224,Excitatory,ExcL4,3
x2_35_1_bc2428,10.390024,1.5375735,1.8395394,Microglia,Micro_2,0
x2_35_1_bc2429,-3.9947646,0.9880487,3.2844608,nan,nan,6
x2_35_1_bc2430,-3.5789347,0.88914824,3.4138396,nan,nan,6
x2_35_1_bc2431,1.1758065,4.830056,-0.647844,Interneurons,Int_Sst_1,14
x2_35_1_bc2432,-3.5726597,1.4938692,3.351884,nan,nan,6
x2_35_1_bc2433,-0.09784777,12.76659,3.8150585,Astrocytes,Astro,1
x2_35_1_bc2434,0.9163256,-3.1923194,-2.8934343,nan,nan,3
x2_35_1_bc2435,10.682197,3.4114866,1.8111283,Microglia,Micro_2,0
x2_35_1_bc2436,0.19449636,13.33859,3.7053502,Astrocytes,Astro,1
x2_35_1_bc2437,-0.60453707,0.42722282,-2.8483226,nan,nan,5
x2_35_1_bc2438,9.818661,3.3769982,1.8171681,Microglia,Micro_2,0
x2_35_1_bc2439,1.1847348,4.871405,-0.6530688,nan,nan,14
x2_35_1_bc2440,1.2138033,5.0016017,-0.44083214,nan,nan,14
x2_35_1_bc2441,0.9131741,0.2726762,12.585404,Oligodendrocytes,Olig_4,2
x2_35_1_bc2442,10.720487,1.2643033,2.2178955,Microglia,Micro_2,0
x2_35_1_bc2443,-2.6611814,0.7198836,2.4036145,nan,nan,6
x2_35_1_bc2444,-0.36433178,6.8527784,5.519389,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2445,0.5205798,0.6436356,12.348726,Oligodendrocytes,Olig_4,2
x2_35_1_bc2446,0.088250175,12.329903,2.2665596,Astrocytes,Astro,1
x2_35_1_bc2447,0.4513917,12.578741,3.7058773,Astrocytes,Astro,1
x2_35_1_bc2449,-3.8422513,0.6554164,3.5695658,nan,nan,6
x2_35_1_bc2450,0.23086385,0.5816516,12.233214,nan,nan,2
x2_35_1_bc2451,1.3639027,-0.35378754,12.314133,nan,nan,2
x2_35_1_bc2452,0.48928228,13.09006,2.3841212,Astrocytes,Astro,1
x2_35_1_bc2453,10.555734,3.7454817,0.54345655,Microglia,Micro_2,0
x2_35_1_bc2454,-1.0200468,0.77086526,11.55329,Oligodendrocytes,Olig_4,17
x2_35_1_bc2455,-3.2461576,0.665483,2.698196,nan,nan,6
x2_35_1_bc2456,10.4593115,2.7883093,2.7419026,Microglia,Micro_2,0
x2_35_1_bc2457,10.657908,3.445391,2.1362774,Microglia,Micro_2,0
x2_35_1_bc2458,9.866866,3.0336676,0.76064783,Microglia,Micro_2,0
x2_35_1_bc2459,-3.937952,0.80281866,3.1617415,nan,nan,6
x2_35_1_bc2460,10.297249,2.5936673,1.7221748,nan,nan,0
x2_35_1_bc2461,-4.093829,0.76360744,3.4750404,nan,nan,6
x2_35_1_bc2462,5.3536267,3.1127825,8.110188,Oligodendrocytes,OPC_1,10
x2_35_1_bc2463,-3.7714758,1.1171012,3.043076,nan,nan,6
x2_35_1_bc2464,9.99079,2.924026,1.4585264,nan,nan,0
x2_35_1_bc2465,-3.9173834,0.77031296,3.2098472,nan,nan,6
x2_35_1_bc2466,10.631068,3.883659,2.2176256,Microglia,Micro_2,0
x2_35_1_bc2467,-0.9689034,6.2946634,5.1530166,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2468,9.629971,3.1534815,1.0525427,Microglia,Micro_2,0
x2_35_1_bc2469,1.0724888,0.86773354,12.825904,Oligodendrocytes,Olig_4,2
x2_35_1_bc2470,0.43041644,13.47262,2.4136589,Astrocytes,Astro,1
x2_35_1_bc2471,0.8881771,0.5357325,12.801449,Oligodendrocytes,Olig_4,2
x2_35_1_bc2472,5.755163,-0.52226824,7.196279,Oligodendrocytes,Olig_7,19
x2_35_1_bc2473,0.962215,0.1943889,12.733697,Oligodendrocytes,Olig_4,2
x2_35_1_bc2474,-3.6469755,0.9045826,2.4274929,nan,nan,6
x2_35_1_bc2475,11.4517765,3.4751937,2.0739498,Microglia,Micro_2,0
x2_35_1_bc2476,-3.3919277,1.6165026,3.4247684,nan,nan,6
x2_35_1_bc2477,-3.8985393,0.7961775,2.6654325,nan,nan,6
x2_35_1_bc2478,-3.4998865,0.7570388,3.3242207,nan,nan,6
x2_35_1_bc2479,10.870646,3.3975625,0.22000219,Microglia,Micro_2,0
x2_35_1_bc2480,-4.104634,0.66702336,3.664214,nan,nan,6
x2_35_1_bc2481,10.041703,0.4613183,3.2705162,Microglia,Micro_1,0
x2_35_1_bc2482,0.83005726,0.994716,11.530222,Oligodendrocytes,Olig_4,2
x2_35_1_bc2483,-3.8615448,0.86761206,3.0479534,nan,nan,6
x2_35_1_bc2484,-0.92197496,0.7430131,11.0213785,Oligodendrocytes,Olig_3,17
x2_35_1_bc2485,-4.1206565,0.74145997,3.3959992,nan,nan,6
x2_35_1_bc2486,-3.8247883,1.465656,3.4257755,nan,nan,6
x2_35_1_bc2487,-4.0244107,1.0605905,3.2166986,nan,nan,6
x2_35_1_bc2488,-3.8825293,0.74888635,2.7660518,nan,nan,6
x2_35_1_bc2489,10.916828,4.1912,1.1530747,Microglia,Micro_2,0
x2_35_1_bc2490,7.0866365,6.8797836,8.83484,Macrophages,Macrophage,22
x2_35_1_bc2491,9.7412,1.2501738,3.0333667,Microglia,Micro_1,0
x2_35_1_bc2492,10.21621,3.788899,0.9011786,Microglia,Micro_2,0
x2_35_1_bc2493,10.53969,3.4670198,2.6375287,Microglia,Micro_2,0
x2_35_1_bc2494,9.273874,3.6093204,1.4275185,Microglia,Micro_2,0
x2_35_1_bc2495,0.9187595,12.585498,3.6191216,Astrocytes,Astro,1
x2_35_1_bc2496,0.25208822,12.469209,4.3676233,Astrocytes,Astro,1
x2_35_1_bc2497,0.26550147,13.440023,3.9955802,Astrocytes,Astro,1
x2_35_1_bc2498,-4.0549245,0.71274066,3.545602,nan,nan,6
x2_35_1_bc2499,-3.960338,0.6908581,3.3869905,nan,nan,6
x2_35_1_bc2500,-1.1535743,0.8454499,11.054672,Oligodendrocytes,Olig_3,17
x2_35_1_bc2501,0.82125795,0.7264056,12.810798,Oligodendrocytes,Olig_4,2
x2_35_1_bc2502,-4.0098214,1.0516466,2.882757,nan,nan,6
x2_35_1_bc2503,0.1687112,6.281671,4.8425813,nan,nan,18
x2_35_1_bc2504,0.2872728,12.894418,2.1163464,Astrocytes,Astro,1
x2_35_1_bc2505,9.742161,2.99333,2.1076365,Microglia,Micro_2,0
x2_35_1_bc2506,5.655347,3.1848872,8.260372,Oligodendrocytes,OPC_1,10
x2_35_1_bc2507,3.9103825,-1.0507557,10.152326,nan,nan,28
x2_35_1_bc2508,1.260099,13.412323,3.103254,Astrocytes,Astro,1
x2_35_1_bc2509,1.2906003,0.26450226,11.455692,Oligodendrocytes,Olig_4,2
x2_35_1_bc2510,0.9353231,0.7973926,12.506364,Oligodendrocytes,Olig_4,2
x2_35_1_bc2511,-0.27702862,-0.21415341,7.131457,nan,nan,24
x2_35_1_bc2512,-3.5313694,0.6191999,3.4373586,nan,nan,6
x2_35_1_bc2513,-3.359087,0.76493055,2.297857,nan,nan,6
x2_35_1_bc2514,0.029878952,0.5032854,12.155143,Oligodendrocytes,Olig_3,2
x2_35_1_bc2515,0.69159687,6.5429206,4.7221365,Endothelial_SmoothMuscle,SM_2,18
x2_35_1_bc2516,-3.3089116,0.57788897,2.8633852,nan,nan,6
x2_35_1_bc2517,0.015065857,1.1953548,-1.0151873,nan,nan,11
x2_35_1_bc2518,-1.3578504,6.6182065,5.225318,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2519,-3.485157,0.6796061,2.790958,nan,nan,6
x2_35_1_bc2520,-0.22655329,12.935234,3.8992739,Astrocytes,Astro,1
x2_35_1_bc2521,-3.8629653,0.77814937,3.384002,nan,nan,6
x2_35_1_bc2522,9.421097,3.1932528,2.040272,nan,nan,0
x2_35_1_bc2523,9.490281,3.8181615,0.7317436,Microglia,Micro_2,0
x2_35_1_bc2524,1.0634551,0.55929494,12.821298,Oligodendrocytes,Olig_4,2
x2_35_1_bc2525,1.0477122,1.2982845,12.037225,Oligodendrocytes,Olig_4,2
x2_35_1_bc2526,-0.2115774,-1.2608835,-2.2534478,nan,nan,11
x2_35_1_bc2527,10.908123,2.021348,1.2488225,Microglia,Micro_2,0
x2_35_1_bc2528,9.012883,3.3533983,1.6244117,nan,nan,0
x2_35_1_bc2529,1.0012215,0.5816893,12.042383,Oligodendrocytes,Olig_4,2
x2_35_1_bc2530,-1.1990763,6.702317,5.0406146,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2531,-3.337522,0.55820185,3.3967664,nan,nan,6
x2_35_1_bc2532,0.9637887,13.831843,2.8775537,Astrocytes,Astro,1
x2_35_1_bc2533,-3.3093393,0.7667994,2.464033,nan,nan,6
x2_35_1_bc2534,0.49784005,6.3211403,4.906458,Endothelial_SmoothMuscle,SM_2,18
x2_35_1_bc2535,-0.8537416,-1.4174069,-0.7704504,nan,nan,7
x2_35_1_bc2536,-2.9220316,0.5916116,2.7513824,nan,nan,6
x2_35_1_bc2537,0.9476403,1.1617746,12.906881,Oligodendrocytes,Olig_4,2
x2_35_1_bc2538,1.1670723,0.4810211,12.7461,Oligodendrocytes,Olig_4,2
x2_35_1_bc2539,-1.1743876,11.208184,1.866625,Astrocytes,Astro,21
x2_35_1_bc2540,-0.783473,6.04771,4.873611,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2541,9.30967,3.2361853,1.1176089,Microglia,Micro_2,0
x2_35_1_bc2542,5.580871,3.3188806,8.354109,Oligodendrocytes,OPC_1,10
x2_35_1_bc2543,-1.4845532,6.5127263,5.243997,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2544,0.42863786,0.67598325,12.274045,Oligodendrocytes,Olig_4,2
x2_35_1_bc2545,-3.4883194,0.72697693,2.7152362,nan,nan,6
x2_35_1_bc2546,0.9782188,5.5648236,9.856348,Oligodendrocytes,Olig_5,16
x2_35_1_bc2547,9.208564,3.0312254,1.1292965,Microglia,Micro_2,0
x2_35_1_bc2548,0.26048017,-2.0179064,-2.4608738,nan,nan,11
x2_35_1_bc2549,-3.8296368,0.55833226,2.957254,nan,nan,6
x2_35_1_bc2550,-3.8963373,0.5659364,3.3128185,nan,nan,6
x2_35_1_bc2551,10.581827,3.4376144,2.2577217,Microglia,Micro_2,0
x2_35_1_bc2552,-3.0819137,0.5971652,2.1875126,nan,nan,6
x2_35_1_bc2553,10.456775,3.9442117,1.4803922,Microglia,Micro_2,0
x2_35_1_bc2554,0.37364933,13.266567,3.8200629,Astrocytes,Astro,1
x2_35_1_bc2555,1.2100499,5.7450786,3.1691928,Endothelial_SmoothMuscle,SM_1,18
x2_35_1_bc2556,-3.530242,0.66621095,2.3935122,nan,nan,6
x2_35_1_bc2557,-0.48587114,-2.7710657,-2.737906,nan,nan,7
x2_35_1_bc2558,9.558413,3.8079286,0.6713605,Microglia,Micro_2,0
x2_35_1_bc2559,-3.8086057,0.5574215,3.2768164,nan,nan,6
x2_35_1_bc2560,10.6956625,2.4880173,1.6338302,Microglia,Micro_2,0
x2_35_1_bc2561,0.63938886,1.764319,-1.0363009,nan,nan,23
x2_35_1_bc2562,-3.1148338,0.7241559,2.7436345,nan,nan,6
x2_35_1_bc2563,-3.4853547,0.6953151,2.8938758,nan,nan,6
x2_35_1_bc2564,1.0100693,5.280833,3.6340814,nan,nan,18
x2_35_1_bc2565,0.5831867,0.08303425,12.439181,Oligodendrocytes,Olig_4,2
x2_35_1_bc2566,0.97961986,0.7240121,12.297299,Oligodendrocytes,Olig_4,2
x2_35_1_bc2567,-0.67859864,0.80078936,11.572357,Oligodendrocytes,Olig_4,17
x2_35_1_bc2568,1.3779396,0.6205504,12.344831,Oligodendrocytes,Olig_4,2
x2_35_1_bc2569,-3.6175196,0.9119635,2.919835,nan,nan,6
x2_35_1_bc2570,5.467217,3.0890594,8.962081,Oligodendrocytes,OPC_1,10
x2_35_1_bc2571,0.5260747,0.44636548,12.117996,Oligodendrocytes,Olig_4,2
x2_35_1_bc2572,-2.3744905,0.44802618,1.4915028,nan,nan,6
x2_35_1_bc2573,-0.62256163,0.60633755,11.570453,nan,nan,2
x2_35_1_bc2574,1.2794878,0.6805689,12.514568,Oligodendrocytes,Olig_4,2
x2_35_1_bc2575,-1.3505231,6.6665096,4.8765254,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc2576,-3.5774348,1.2073895,2.600485,nan,nan,6
x2_35_1_bc2577,-3.4874032,0.9211814,2.8588848,nan,nan,6
x2_35_1_bc2578,-3.8081405,1.3979105,2.674087,nan,nan,6
x2_35_1_bc2579,-0.59266883,12.492086,3.8927674,Astrocytes,Astro,1
x2_35_1_bc2580,10.495072,3.55185,1.5214405,Microglia,Micro_2,0
x2_35_1_bc2581,5.780637,3.2980907,8.124506,Oligodendrocytes,OPC_1,10
x2_35_1_bc2582,-3.532918,0.8943107,2.5747035,nan,nan,6
x2_35_1_bc2583,0.07587899,13.549756,2.8735034,Astrocytes,Astro,1
x2_35_1_bc2584,-3.7366195,0.93739253,2.8753543,nan,nan,6
x2_35_1_bc2585,10.017275,3.6779115,0.24463145,Microglia,Micro_2,0
x2_35_1_bc2586,9.260078,3.5586193,1.1257962,Microglia,Micro_2,0
x2_35_1_bc2588,-3.7841992,1.3299824,3.0244167,nan,nan,6
x2_35_1_bc2589,-3.6532443,0.59164304,3.442989,nan,nan,6
x2_35_1_bc2590,-3.9004025,0.624952,2.7186449,nan,nan,6
x2_35_1_bc2591,-3.495057,0.67153597,2.49598,nan,nan,6
x2_35_1_bc2592,1.8655937,13.138037,3.038987,Astrocytes,Astro,1
x2_35_1_bc2593,-3.6269114,0.90728396,2.4749663,nan,nan,6
x2_35_1_bc2594,-3.74584,0.8149866,3.2458708,nan,nan,6
